GEO,liver,PTK7,COL9A3,FGF19,LAMC1,BCL2L14,TMEM189.....TMEM189.UBE2V1.....UBE2V1,SAGE1,TF,LINC00176,UBXN7,ANAPC1.....LOC101930107.....LOC285074.....LOC730268,MSANTD3-TMEFF1///TMEFF1,KIF6,PRAME,RNF182,CTAG2
GSM1524029,0,1.949382067,1.675594687,1.18896997,3.245696306,2.078562737,2.264185905,0.860931993,1.087329984,1.291554689,1.433538318,1.829477072,1.793329358,1.160164475,1.32322681,0.998384356,1.173498869
GSM1524030,0,1.929445505,1.650161624,1.043886542,3.357727766,1.953957081,2.294505596,0.857804537,1.332487583,1.304592967,1.832295179,1.992701173,2.173123837,0.994256914,1.380646467,1.100077391,1.209514499
GSM1524031,1,2.289602757,2.487433434,1.071249604,3.032871008,1.883746028,2.530761242,1.327333689,1.103785157,1.162183166,1.72224462,2.216423512,1.813076019,0.902531266,1.288685918,0.914954185,1.221651435
GSM1524032,0,2.317563057,1.283815503,1.108118773,3.084744692,2.486023903,2.334114313,0.877623141,1.038770795,1.142798901,1.871214509,2.054905653,1.985464096,0.881230712,1.78323245,1.045277357,1.280305147
GSM1524033,0,1.827134132,1.617859006,1.100580096,3.182519197,2.642836332,2.34726882,0.856942356,1.024389386,1.215993762,1.590798378,2.001849413,1.41955483,1.098879576,1.134296298,0.903186977,1.104120493
GSM1524034,0,1.780750394,1.639280438,1.076187968,2.980973482,2.685897827,2.305230141,0.904442787,1.005982995,1.263170242,1.723485827,1.845144987,1.39710784,1.039908767,1.204427004,0.910998642,1.137851238
GSM1524035,0,1.955456257,1.487677574,1.078927398,3.229877234,2.344753981,2.314629555,0.844262123,1.066697955,1.141473293,1.887385249,2.029822826,1.877335906,1.012872934,1.30946672,1.012872934,1.233056784
GSM1524036,0,1.911734343,1.944378376,0.997934878,3.164605141,2.52349472,2.497317314,0.856752753,0.987623692,1.127270937,1.73582387,2.170886517,1.440579295,1.043911219,1.336740017,0.964332759,1.300044179
GSM1524037,1,2.282907486,1.821805596,1.035574794,3.280269623,2.04687953,2.583319426,0.908041596,0.934702039,1.30778861,1.761219978,2.036132574,1.511964679,0.947804391,1.16995573,0.99359858,1.176222324
GSM1524038,1,1.826601863,1.670306683,1.083610415,3.276705503,2.436913967,2.299645424,0.931661367,1.046861291,1.320938826,1.889292479,2.212618589,1.911892176,0.959021032,1.205446362,1.257109284,1.110471606
GSM1524039,0,2.284913778,1.527739525,1.039554715,3.401864767,2.090147257,2.377688646,0.847566187,0.923556387,1.324162245,1.808865547,2.03038168,2.23689723,0.887052953,1.534056067,1.163645625,1.192271471
GSM1524040,0,1.710620761,1.690691352,1.080352783,2.769001961,2.557851315,2.232144356,1.01655519,1.021317124,1.340918779,1.920962691,1.859572768,1.977962255,0.944865465,1.486068606,1.026832223,1.110384941
GSM1524041,0,2.246687889,1.423709989,0.990551531,3.013364553,2.354954958,2.25090456,0.862347364,1.076876163,1.174628377,1.89998734,2.122979164,1.996330738,0.928120613,2.331383944,1.006852865,1.133901715
GSM1524042,1,2.247478724,3.126750469,1.092933297,3.361800671,1.849247098,2.554899216,1.681841969,2.54671073,1.653995395,1.719276428,2.053430319,1.927979827,0.95737052,2.803677797,0.962003052,2.521005154
GSM1524043,0,1.690728068,1.641930819,0.995890558,2.967566013,2.910408258,2.176704168,0.873866558,1.091998339,1.236707687,1.705117822,2.013030529,1.288336396,0.956118226,1.217545867,0.889952123,1.138937354
GSM1524044,1,2.614257574,1.918106556,1.09655869,3.315758228,2.456025839,2.362027168,0.826457083,2.191691875,1.183520555,1.900442362,2.032411575,1.766456127,0.917258561,1.147686243,0.827621758,1.108104706
GSM1524045,0,1.986988902,1.41332078,1.162323713,3.055839777,2.266356707,2.343303919,0.879302561,1.114026189,1.159770489,1.890538216,2.018918037,1.86765933,0.946973503,1.401884317,1.127929926,1.106926441
GSM1524046,0,2.075048923,1.62498343,1.07417953,3.163698673,2.356926441,2.215921879,0.900257885,1.084792614,1.233093858,1.769092798,1.930729032,1.631422162,0.994543195,1.165450215,1.034576893,1.026170015
GSM1524047,0,2.055952787,1.617688537,1.070598483,3.078594446,2.631706715,2.406333208,0.965386927,1.020577431,1.162589192,1.882399917,1.947555065,1.197471738,0.973211586,1.421674132,0.798869193,1.127146006
GSM1524048,0,2.187601566,1.493098617,1.016567469,3.083973885,2.36009717,2.228120804,0.881189466,0.995166361,1.264671803,1.690678954,1.918019533,1.845112205,0.967386365,1.338035583,1.039070725,1.211962938
GSM1524049,0,2.198732376,1.516584277,1.05469501,3.258195162,2.314840078,2.346792698,0.92265147,1.137192845,1.179968357,1.788506746,1.97919178,1.884903908,0.990422964,1.167868972,1.009646416,1.123986959
GSM1524050,0,1.83976686,1.637397885,1.059004307,2.922586203,2.515437365,2.613460064,0.939562142,0.89683038,1.120951414,1.82304883,2.084785461,1.69052279,0.982101023,1.435654521,0.940936983,1.134957671
GSM1524051,0,2.001754999,1.709446669,1.135252357,2.947434664,2.745805502,2.286578178,0.818991482,1.037015796,1.189694881,1.940052509,1.964827418,1.637429237,0.883737683,1.49488461,0.888835311,1.061727643
GSM1524052,0,1.886318088,1.630615354,1.060522676,3.121316671,2.596585751,2.337339878,0.865533173,1.069814563,1.228407621,1.661272645,2.017359018,1.977018714,0.962221026,1.273930907,1.093282461,1.200964808
GSM1524053,0,1.867324591,1.641731739,1.053013206,3.131708384,2.500872374,2.512299538,0.825048268,1.000074863,1.332702041,1.503032327,2.225835085,1.950662017,0.899996579,1.259664536,0.990892589,1.279662609
GSM1524054,0,2.128327131,1.642809749,1.000195384,2.874188662,2.563720942,2.420720577,0.931095064,1.002135754,1.189653993,1.763580084,1.975205898,1.458669662,0.958587885,1.185946584,0.980305135,1.175029635
GSM1524055,1,2.339587688,2.314555168,1.079653144,3.384943962,2.164783955,2.738306046,0.985222459,1.540585399,1.262301564,2.002053976,2.057760477,2.429774284,1.011824369,1.567773342,1.389771819,2.36087203
GSM1524056,1,2.72719264,3.337085962,1.19703877,3.148216724,1.849874258,2.809447289,0.93467164,0.984860599,1.441507459,1.766027808,2.072149992,1.882043123,1.067144156,1.518293858,1.249194741,2.196237564
GSM1524057,0,1.731111288,1.626777768,1.049811125,3.49196291,1.681399703,2.334716082,0.863798022,1.193838954,1.14259851,1.844346762,1.919691443,2.210469007,0.96840173,1.554664016,1.00744319,1.103101254
GSM1524058,0,2.392105103,1.795003653,1.006513119,3.319981575,2.077408075,2.418252707,1.019360065,1.017284155,1.400955915,1.715376973,1.851758957,1.870452046,0.919707179,1.284713507,0.991153896,1.069957852
GSM1524059,0,2.017841101,1.638404846,1.095278025,3.255826235,2.264365673,2.299466133,0.931329608,1.033672929,1.14035821,1.711869717,2.128566265,2.030249834,0.948437154,1.216388106,1.062499166,1.212115526
GSM1524060,0,2.425837278,2.263539314,1.008614779,3.230046034,1.571972013,2.649748802,1.229125023,1.01413548,1.2138592,1.876736045,2.050967455,1.725003123,1.737680554,2.136989594,1.022146106,1.219551325
GSM1524061,0,1.934030056,1.603160262,1.048496842,2.757960081,2.657637119,2.307765722,0.879986584,1.050550818,1.169904351,1.824241757,1.891367555,1.447438359,1.084663391,1.291047215,0.979653358,1.073531628
GSM1524062,0,1.989939809,1.705135107,1.075000405,3.321098328,2.096579313,2.27598238,0.923674464,1.093487859,1.134331346,1.745018125,1.8942554,2.238627672,1.049405575,1.502418756,0.941085041,1.051957726
GSM1524068,0,2.498907804,1.825835347,1.143794417,2.926047564,2.199842691,2.608548641,0.89515245,0.952000737,1.199287891,2.034354687,1.983977914,1.325132251,0.921568096,1.892369032,0.97191602,0.955717266
GSM1524069,0,1.722530007,1.404800415,1.126201391,2.459558964,2.523025751,2.210063934,0.889197469,0.998771191,1.068065882,1.879940748,2.065667868,1.41121304,0.914325058,1.344403625,0.943835318,1.070999742
GSM1524070,0,2.169593573,2.021422863,1.14262259,3.046089411,2.315406322,2.483284235,0.87812978,0.917070746,1.181664944,1.976728201,1.734987855,1.276399732,1.139100552,1.410696745,1.019310713,1.165849686
GSM1524071,0,2.242839098,1.603464246,1.164965868,2.745042086,2.679895639,2.348778248,0.901561677,0.967313826,1.31626904,1.87734139,1.831703663,1.449955583,0.99374938,1.640791178,0.97873491,1.16327405
GSM1524072,0,2.13133502,1.708168626,1.110911727,2.899968386,2.591111183,2.40914607,0.846422553,0.91851896,1.34024024,1.739091873,1.827425241,1.372189522,0.967675984,1.400974035,0.862119794,1.122420788
